index,gold,answer,confidence,raw_output,prompt_preview
651,Sports,?,0,"{""answer"": ""Sports"", ""confidence"": ""Unconfident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Despite Setbacks, Stahl Maintains Healthy Dose of Optimism At 23, pitcher Richard Stahl knows there's still time to impress the Baltimore Orioles' front office. He just needs to stay on the mound long enough./nJSON: "
57,Business,?,0,"{""answer"": ""Business"", ""confidence"": ""Neutral""}\n\nAnswer: Business\nConfidence: Neutral","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Coming to The Rescue Got a unique problem? Not to worry: you can find a financial planner for every specialized need/nJSON: "
460,Sports,?,0,"{""answer"": ""Sports"", ""confidence"": ""Very confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: NL Wrap: Jones Homers Twice as Braves Down Cards  NEW YORK (Reuters) - Chipper Jones cracked two homers and  Julio Franco's two-run double in the seventh inning drove in  the winning runs as the streaking Atlanta Braves downed the St.  Louis Cardinals 9-7 in the National League Saturday./nJSON: "
914,World,?,0,"{""answer"": ""World"", ""confidence"": ""Unconfident""}\n\nI need help with this task, I'm not sure how to class","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Florida Hurricane Death Toll Rises to 17 PUNTA GORDA, Fla. - Urban rescue teams, insurance adjusters and National Guard troops scattered across Florida Monday to dig out victims of Hurricane Charley and deliver water and other supplies to thousands of people left homeless.../nJSON: "
918,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Neutral""}\n\nI classified this news as ""Sci/T","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: AP: Group Discovers John the Baptist Cave (AP) AP - Archaeologists said Monday they have found a cave where they believe John the Baptist anointed many of his disciples  #151; a huge cistern with 28 steps leading to an underground pool of water./nJSON: "
402,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Very confident""} \n\nI have classified the news as ""Sci","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: REVIEW: Windows XP Battens Down Hatches in Latest Patch By MATTHEW FORDAHL     (AP) -- With the latest update to Microsoft Corp. (MSFT)'s Windows XP operating system, personal computers will soon join parents, bosses, teachers and spouses as a source of nagging in your life.../nJSON: "
555,Sci/Tech,?,0,"World\n\nExplanation: This news is classified as World because it is about a natural disaster that affected a large area of the world, in","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Hurricane Charley's Force Took Experts by Surprise By MARCIA DUNN     (AP) -- Hurricane Charley's 145-mph force took forecasters by surprise and showed just how shaky a science it still is to predict a storm's intensity - even with all the latest satellite and radar technology.    ""Most major hurricanes become major by going through a rapid intensification.../nJSON: "
592,Sports,?,0,"{""answer"": ""Sports"", ""confidence"": ""Unconfident""} \n\nI am reading the news and classifying it into one of four","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Report: Roenick Paid for Betting Tips (AP) AP - Flyers star Jeremy Roenick paid more than  #36;100,000 to a Florida firm that made millions selling betting tips to gamblers, law enforcement officials told The Philadelphia Inquirer./nJSON: "
693,Business,?,0,"{""answer"": ""Business"", ""confidence"": ""Unconfident""}\n\nI have written a Python script to classify the news into the four","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Nikkei Down at Midday on Oil Worries  TOKYO (Reuters) - Tokyo's Nikkei fell 1.66 percent by  midday on Monday, extending losses into a third day as growing  fears about the impact of surging oil prices on the global  economy hit exporters such as Toyota Motor Corp./nJSON: "
584,World,?,0,"{""answer"": ""Sports"", ""confidence"": ""Unconfident""}\n\nExplanation: This news is classified as Sports because it is","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Singh, Leonard in Final Pairing at PGA HAVEN, Wis. - Whistling Straits is suddenly the least of anyone's worries.../nJSON: "
634,Sports,?,0,"{""answer"": ""Sports"", ""confidence"": ""Confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Dodgers Rally in 8th to Defeat Cubs 8-5 (AP) AP - Adrian Beltre and Shawn Green homered, and Steve Finley hit a go-ahead RBI single in the eighth inning as the Los Angeles Dodgers rallied for an 8-5 victory over the Chicago Cubs on Sunday./nJSON: "
474,Sports,?,0,"{""answer"": ""Sports"", ""confidence"": ""Very confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: For Revolution, this tie looks good WASHINGTON -- Rookie Andy Dorman didn't even have time to get his white, long-sleeved jersey smudged on the sloppy RFK Stadium field last night before salvaging a 2-2 tie for the Revolution against D.C. United. Fifty-five seconds after entering the game as a late substitute, Dorman buried a low shot from inside the penalty area and extended his team's unbeaten .../nJSON: "
826,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Unconfident""}\n\nAnswer: Sci/Tech\nConfidence: Un","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Cheap Windows comes under fire Microsoft's attempt to win over new users with a cut-down edition of Windows comes in for strong criticism./nJSON: "
848,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Very confident""}\n\nI would classify this news as ""Sci/","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Forming galaxy cluster captured The Chandra telescope has seen huge gas clouds in space in the act of merging to form a massive galaxy cluster./nJSON: "
10,Business,?,0,"{""answer"": ""Business"", ""confidence"": ""Neutral""}\n\nI have classified the news as Business because it is about the stock","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Oil and Economy Cloud Stocks' Outlook  NEW YORK (Reuters) - Soaring crude prices plus worries  about the economy and the outlook for earnings are expected to  hang over the stock market next week during the depth of the  summer doldrums./nJSON: "
329,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Very confident""}\n\nAnswer: Sci/Tech\nConfidence: Very","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Hacker takes bite out of Apple's iTunes The Norwegian hacker famous for cracking DVD encryption reveals the public key for AirPort Express./nJSON: "
56,Business,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Unconfident""}\n\nAnswer: Sci/Tech\nConfidence: Un","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Stoking the Steamroller No other recording artist can channel American middle-class tastes quite like Chip Davis and his best-selling band/nJSON: "
129,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Very confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: China Begins Manned Space Flight Countdown (AP) AP - Chinese astronauts are in the final stages of preparing for a manned space mission that will orbit the globe 14 times before returning to Earth, a state-run newspaper reported Thursday./nJSON: "
953,World,?,0,"{""answer"": ""World"", ""confidence"": ""Unconfident""} \n\nAnswer: World\nConfidence: Unconfident","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Jackson Squares Off With Attorney SANTA MARIA, Calif. - Dozens of Michael Jackson's fans pressed against a chain-link fence outside court Monday, staking out viewing spots hours before the pop star was to arrive to face off against the prosecutor who has pursued him for years on child molestation charges.../nJSON: "
910,World,?,0,"{""answer"": ""World"", ""confidence"": ""Neutral""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Bush's Withdrawal Plan Could Draw Votes WASHINGTON - President Bush's plan to call tens of thousands of U.S. troops home from Europe and Asia could gain him election-year applause from military families, but won't ease the strain on soldiers still battling violent factions in Iraq and Afghanistan.../nJSON: "
339,Sci/Tech,?,0,"{""answer"": ""Business"", ""confidence"": ""Very confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Nortel wins Indian wireless contract Nortel scores its first major wireless deal with an Indian service provider./nJSON: "
855,World,?,0,"{""answer"": ""Business"", ""confidence"": ""Very confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Commuter tackles bad train service by starting own railway (AFP) AFP - Grumbling about trains is part of the way of life, but one commuter has decided to do something about it -- by starting his own railway./nJSON: "
798,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Very confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Why cyberscofflaws get off easy CNET News.com's Declan McCullagh explains why convicted virus and worm authors are more likely to do Club Fed than hard time./nJSON: "
180,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Very confident""}  Explanation: The news is about a political ad and","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Kerry's Disgusting Ad \\A few days ago Kerry sent around this ad:\\""Yesterday, the Bush-Cheney campaign, losing any last sense of decency, placed\a disgusting ad called ""The Faces of John Kerry's Democratic Party"" as the\main feature on its website. Bizarrely, and without explanation, the ad places\Adolf Hitler among those faces.""\\""The Bush-Cheney campaign must pull this ad off of its website. The use of\Adolf Hitler by any campaign, politician or party is simply wrong.""\\Which of course is a mistake.  I went and downloaded the video (which is just\stupid btw.  Not a masterpiece by any means.) and there are shots of Hitler in\there, but only from the MoveOn contest from a few months back.\\Here's the problem.  The ...\\/nJSON: "
187,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Very confident""}\n\nAnswer: Sci/Tech\nConfidence: Very","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Buffy the Censor Slayer &lt;strong&gt;Letters&lt;/strong&gt; Readers drive stake through parents' group/nJSON: "
152,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Cassini Spacecraft Sees Saturn Lightning (AP) AP - The Cassini spacecraft's mission to Saturn has revealed a new radiation belt around the ringed planet and found that lightning in its atmosphere is occurring in different patterns than it did when NASA's Voyagers flew by in the early 1980s, scientists said./nJSON: "
762,Business,?,0,"{""answer"": ""Business"", ""confidence"": ""Very confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Oil Prices Hit Record (Reuters) Reuters - Oil prices jumped to a new record\high near  #36;47 on Monday with traders on tenterhooks for the\result of Venezuela's weekend referendum and Iraq's exports\again disrupted by a Shi'ite uprising in the south./nJSON: "
539,World,?,0,"{""answer"": ""World"", ""confidence"": ""Neutral""}\n\nI'm not sure how to classify this news as it seems to","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Iraqi Troops to Take Lead in Fighting Militia Iraq will send troops to Najaf to battle a Shiite Muslim militia after peace talks collapsed between the government and Moqtada Sadr./nJSON: "
31,Business,?,0,"{""answer"": ""Business"", ""confidence"": ""Unconfident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Veteran inventor in market float Trevor Baylis, the veteran inventor famous for creating the Freeplay clockwork radio, is planning to float his company on the stock market./nJSON: "
838,World,?,0,"{""answer"": ""World"", ""confidence"": ""Neutral""} \n\nI classified this news as World news because it pertains to","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Sudan Trying to Keep Darfur Promises-U.N. (Reuters) Reuters - Raids by Sudanese forces and Arab\militiamen have worsened a desperate situation in Darfur,\rights groups say, but the United Nations said Khartoum was\making serious efforts to keep pledges to curb the violence./nJSON: "
944,Business,?,0,"{""answer"": ""Business"", ""confidence"": ""Neutral""} \n\nPlease explain the answer and format.\n\nAnswer:  The","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Stocks Higher on Oil Price Relief (Reuters) Reuters - U.S. stocks gained on Monday, getting\a boost from lower oil prices after news the Venezuelan\president survived a recall eased fears about the country's oil\exports./nJSON: "
734,World,?,0,"{""answer"": ""World"", ""confidence"": ""Unconfident""} \n\nI classified this news as World because it is about violence in a","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Two Chinese salesman gunned down in Thailand's restive south (AFP) AFP - Two Chinese travelling salesmen have been gunned down in southern Thailand as part of separatist violence which has claimed more than 275 lives since the start of the year, officials said./nJSON: "
908,World,?,0,"{""answer"": ""World"", ""confidence"": ""Neutral""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Pakistan Military Plays Down 'Terror Summit' Report  ISLAMABAD (Reuters) - Pakistan's military Monday played  down a report in the latest edition of Time magazine describing  what it called a ""summit of terrorists"" held in March in  lawless tribal areas bordering Afghanistan./nJSON: "
335,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Unconfident""}\n\nAnswer: Sci/Tech\nConfidence: Un","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: PC security under fire A vulnerability in AOL's instant messenger could allow attacks. Also: A new Bagle variant rumbles across the Net./nJSON: "
372,Sci/Tech,?,0,"{""answer"": ""Sports"", ""confidence"": ""Unconfident""}\n\nAnswer: Sports\nConfidence: Unconfident","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Olympic-size security demands advance planning ATHENS -- If there's one thing the Atos Origin SA team understands as lead contractor for the Olympic IT infrastructure, it's that you must learn from your mistakes./nJSON: "
782,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Neutral""}\n\nPlease let me know if you need anything else.","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: 'Virtual' repairs for Cutty Sark Digital models of an historic ship are created as part of its restoration to test if it will survive the process./nJSON: "
61,Business,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Very confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Not All Jobs Belong To The White Man: Asian Minorities, Affirmative Action, And The Quest For Parity At Work Although a smattering of Chinese, Filipinos, Japanese, Indians, Thais, and others may crow about seeing their kind sitting in prominent positions in corporations and organizations in the USA, these accomplishments become mere cultural high-fives and ritualistic chest-thumping goaded and impishly patronized by 'mainstream society' - the milder and gentler term for the white-dominated populace./nJSON: "
475,Sports,?,0,"{""answer"": ""Sports"", ""confidence"": ""Unconfident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Sing Me Back Home matches track mark OCEANPORT, N.J. -- Sing Me Back Home pulled away in the stretch to win the \$60,000 Decathalon Handicap at Monmouth Park yesterday, equaling the track record for 5 furlongs./nJSON: "
471,Sports,?,0,"{""answer"": ""Sports"", ""confidence"": ""Unconfident""}\n\nI answer this news as ""Sports"" because it is about athlet","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Greek runners are suspended ATHENS -- Star sprinters Kostas Kenteris and Katerina Thanou were suspended yesterday from the Greek Olympic team for missing drug tests, but their fate was left in the hands of the International Olympic Committee./nJSON: "
156,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Canadian Team Joins Rocket Launch Contest (AP) AP - The  #36;10 million competition to send a private manned rocket into space started looking more like a race Thursday, when a Canadian team announced plans to launch its rocket three days after an American group intends to begin qualifying for the Ansari X prize./nJSON: "
454,Sports,?,0,"{""answer"": ""Sports"", ""confidence"": ""Confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Italy's Pennetta Wins Idea Prokom Open (AP) AP - Italy's Flavia Pennetta won the Idea Prokom Open for her first WTA Tour title, beating Klara Koukalova of the Czech Republic 7-5, 3-6, 6-3 Saturday after French Open champion Anastasia Myskina withdrew before the semifinals because of a rib injury./nJSON: "
975,Sci/Tech,?,0,"{""answer"": ""Business"", ""confidence"": ""Neutral""} \n\nIn this case the answer is Business and the confidence is neutral.","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Sybase upgrades PowerBuilder, plots RFID move Sybase Inc. released a new version of its application development tool on Monday, called PowerBuilder 10, and outlined plans for an upgrade to its database software, Adaptive Server Enterprise, which will go into beta at the end of this month and is due for release next year./nJSON: "
124,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Confident""}\n\nI have classified the news as ""Sci/T","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Explore the Many Colors of Stars (SPACE.com) SPACE.com - One of the pleasures of \  stargazing is noticing and enjoying the various colors that stars display in \  dark skies. These hues offer direct visual evidence of how stellar temperatures \  vary./nJSON: "
972,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Neutral""} \n\nAnswer: Sci/Tech\nConfidence:","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Microsoft, Time Warner DRM buy on EU review shelf Regulators could still launch an investigation into the two titans' acquisition of ContentGuard this month./nJSON: "
665,Sports,?,0,"{""answer"": ""Sports"", ""confidence"": ""Unconfident""}\n\nI wrote a simple classifier that takes in a news article and class","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Nhleko Scores As Burn Beat MetroStars 1-0 (AP) AP - Reserve forward Toni Nhleko knocked in a header one minute into stoppage time, leading the Dallas Burn to a 1-0 victory over the first-place MetroStars on Sunday./nJSON: "
447,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Very confident""}\n\nPlease help me understand how to classify the news into","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Guitar Player Honors GarageBand Guitar Player magazine announced during the summer NAMM show in Nashville that it has awarded GarageBand the magazine #146;s reader #146;s choice for Best Software of 2004. Jul 29/nJSON: "
216,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Neutral""}\n\nAnswer: Sci/Tech\nConfidence: Ne","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Bids Placed Despite Mixed News Umesh Patel, a 36-year old software engineer from California, debated until the last minute./nJSON: "
128,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Very confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Space Science Pioneer Van Allen Questions Human Spaceflight (SPACE.com) SPACE.com - A leading space scientist has called to question the validity of human spaceflight, suggesting that sending astronauts outward from Earth is outdated, too costly, and the science returned is trivial./nJSON: "
418,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Very confident""}\n\nI would classify this news as ""Sci/","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Search Engine Forums Spotlight Links to this week's topics from search engine forums across the web: Live Reports from Search Engine Strategies San Jose 2004 - PPC Bounce Rate - Google AdWords Myths - After SEMPO: Should We Start a Trade Association? - Search Inventory vs. Conversion - Terra Sells Lycos at Yard Sale Price/nJSON: "
295,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Very confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: FDA Warns of Terrorist Prescription Drug Tampering By DIEDTRA HENDERSON     WASHINGTON (AP) -- ""Cues from chatter"" gathered around the world are raising concerns that terrorists might try to attack the domestic food and drug supply, particularly illegally imported prescription drugs, acting Food and Drug Administration Commissioner Lester M. Crawford says.../nJSON: "
331,Sci/Tech,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Very confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Begging for trouble on security Securify founder Taher Elgamal says a patchwork mentality has effectively turned network security into an IT budget black hole./nJSON: "
30,Business,?,0,"{""answer"": ""Sci/Tech"", ""confidence"": ""Neutral""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Japan nuclear firm shuts plants The company running the Japanese nuclear plant hit by a fatal accident is to close its reactors for safety checks./nJSON: "
549,Sci/Tech,?,0,"{""answer"": ""World"", ""confidence"": ""Unconfident""}\n\nI classified the news as World because it is about the eel population","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Europe's Eel Population Collapsing (AP) AP - When a poacher with a baseball bat mugged Willem Dekker for his baby eels, it was further confirmation for the Dutch biologist that the species is in trouble./nJSON: "
449,Sports,?,0,"{""answer"": ""Sports"", ""confidence"": ""Unconfident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Reds Knock Padres Out of Wild-Card Lead (AP) AP - Wily Mo Pena homered twice and drove in four runs, helping the Cincinnati Reds beat the San Diego Padres 11-5 on Saturday night. San Diego was knocked out of a share of the NL wild-card lead with the loss and Chicago's victory over Los Angeles earlier in the day./nJSON: "
514,World,?,0,"{""answer"": ""Sports"", ""confidence"": ""Very confident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Thorpe leads big guns Ian Thorpe sets the fastest time in the 200m freestyle as swimming's top names cruise into the semi-finals./nJSON: "
87,Sci/Tech,?,0,"{\n""answer"": ""Sci/Tech"",\n""confidence"": ""Neutral""\n}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Sun's Looking Glass Provides 3D View (PC World) PC World - Developers get early code for new operating system 'skin' still being crafted./nJSON: "
814,Sports,?,0,"{""answer"": ""Sports"", ""confidence"": ""Unconfident""}","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: Williams Has No Problem Running with Jones  ATHENS (Reuters) - American sprinter Lauryn Williams said  on Monday she would have no problem competing on the same team  as Marion Jones in the Olympic 4x100 meters relay./nJSON: "
388,Sci/Tech,?,0,"{""answer"": ""Politics"", ""confidence"": ""Unconfident""} \n\nAnswer: Politics\nConfidence: Unconfident","Read the news and classify it into World, Sports, Business or Sci/Tech. Generate the result in the following JSON format. {""answer"": <answer>, ""confidence"": Very unconfident/Unconfident/Neutral/Confident/Very confident}. News: BlackBerries Play Politics Wireless devices slip past anti-gadget policies to open a new communications channel to lawmakers./nJSON: "
