index,source_text,raw_output,prompt_preview
928,"In a glee club, there are two times as many female than male members. How many female members are there if there are 18 members in the club?","18\nStep 1: Identify the given information.\nGiven: There are two times as many female members as male members.\nFemale members = 2x\nMale members = x\nStep 2: Use the information given in the problem to find the value of x.\nWe know that the total number of members in the club is 18.\nSo, 2x = 18\nx = 9\nStep 3: Find the value of female members.\nNow that we know the value of x, we can find the number of female members.\nFemale members = 2x\nFemale members = 2(9)\nFemale members = 18\nTherefore, there are 18 female members in the glee club.\nAnswer: 18","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: In a glee club, there are two times as many female than male members. How many female members are there if there are 18 members in the club? Answer: "
764,"A dietitian ate three-fourths of her lunch during her lunch break. If the total amount of food she had prepared for lunch had 40 calories, and the recommended calorie intake by the FDA is 25, how many more calories than the recommended amount did she eat?","15 calories\n\nStep 1: Identify the given information.\n\n* The dietitian ate three-fourths of her lunch during her lunch break.\n* The total amount of food she had prepared for lunch had 40 calories.\n* The recommended calorie intake by the FDA is 25 calories.\n\nStep 2: Calculate the amount of food the dietitian ate.\n\n* Three-fourths of the total amount of food = 3/4 x 40 = 30 calories\n\nStep 3: Calculate the difference between the amount of food the dietitian ate and the recommended calorie intake.\n\n* 30 calories - 25 calories = 5 calories\n\nStep 4: Determine the final numeric answer.\n\n* The dietitian ate 5 calories more than the recommended amount.\n\nTherefore, the final numeric answer is 15 calories.","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: A dietitian ate three-fourths of her lunch during her lunch break. If the total amount of food she had prepared for lunch had 40 calories, and the recommended calorie intake by the FDA is 25, how many more calories than the recommended amount did she eat? Answer: "
303,"Tommy is making 12 loaves of bread. He needs 4 pounds of flour per loaf. A 10-pound bag of flour costs $10 and a 12-pound bag costs $13. When he is done making his bread, he has no use for flour and so he will throw away whatever is left. How much does he spend on flour if he buys the cheapest flour to get enough?",Step 1: Identify the given information.\n\n* Tommy needs 4 pounds of flour per loaf.\n* A 10-pound bag of flour costs $10.\n* A 12-pound bag of flour costs $13.\n* Tommy makes 12 loaves of bread.\n* He has no use for flour after making the bread and will throw it away.\n\nStep 2: Determine the total amount of flour needed for all 12 loaves.\n\n* Total amount of flour needed = Number of loaves x Amount of flour per loaf\n= 12 x 4 pounds/loaf\n= 48 pounds\n\nStep 3: Determine the cost of the flour needed for all 12 loaves.\n\n* Total cost of flour needed = Cost of 10-pound bag of flour x Number of loaves\n= $10 x 12\n= $120\n\nStep 4: Determine the cost of the cheapest flour that Tommy can buy to get enough flour.\n\n* Cost,"You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Tommy is making 12 loaves of bread. He needs 4 pounds of flour per loaf. A 10-pound bag of flour costs $10 and a 12-pound bag costs $13. When he is done making his bread, he has no use for flour and so he will throw away whatever is left. How much does he spend on flour if he buys the cheapest flour to get enough? Answer: "
238,"Jack is running a bake sale to help pay for his basketball team's uniforms. He's already sold 4 brownies for $3 each and 5 lemon squares for $2 each. If Jack's goal is to make $50 and he sells cookies for $4 each, how many cookies does he need to sell to reach his goal?","12\n\nStep 1: Identify the information given in the problem.\n\n* Jack has already sold 4 brownies for $3 each, so he has made $4 x 4 = $16.\n* Jack has also sold 5 lemon squares for $2 each, so he has made $5 x 5 = $25.\n* Jack's goal is to make $50.\n\nStep 2: Determine the total amount of money Jack has made so far.\n\n$16 + $25 = $41\n\nStep 3: Find out how much money Jack needs to make to reach his goal.\n\n$50 - $41 = $9\n\nStep 4: Determine the number of cookies Jack needs to sell to reach his goal.\n\n$9 / $4 = 2.25\n\nSince you can't sell a fraction of a cookie, round up to the nearest whole number: 3 cookies.\n\nTherefore, Jack needs to sell 3 cookies to reach his goal of $50.","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Jack is running a bake sale to help pay for his basketball team's uniforms. He's already sold 4 brownies for $3 each and 5 lemon squares for $2 each. If Jack's goal is to make $50 and he sells cookies for $4 each, how many cookies does he need to sell to reach his goal? Answer: "
719,"Jenny's local library received 50 visitors on Monday. On Tuesday, the library received twice that number. On the remaining days of the week, an average of 20 visitors went to the library. What's the total number of visitors who went to the library that week?","250\n\nStep 1: Identify the information given in the problem.\n\n* Number of visitors on Monday: 50\n* Number of visitors on Tuesday: twice that number (50 x 2 = 100)\n* Average number of visitors per day for the remaining days: 20\n\nStep 2: Use the information to find the total number of visitors for the week.\n\n* Total number of days in the week: 7 (Monday to Sunday)\n* Total number of visitors for the week: 50 + (100 x 3) + (20 x 4) = 250\n\nTherefore, the total number of visitors who went to Jenny's local library that week is 250.","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Jenny's local library received 50 visitors on Monday. On Tuesday, the library received twice that number. On the remaining days of the week, an average of 20 visitors went to the library. What's the total number of visitors who went to the library that week? Answer: "
894,"Nick has 35 quarters.  2/5 of the quarters are state quarters, and 50 percent of the state quarters are Pennsylvania.  How many Pennsylvania state quarters does Nick have?","Step 1: Identify the given information.\n\n* Nick has 35 quarters.\n* 2/5 of the quarters are state quarters.\n* 50 percent of the state quarters are Pennsylvania.\n\nStep 2: Convert the fraction to a decimal.\n\n* 2/5 = 0.4\n* 0.4 x 35 = 14\n\nStep 3: Calculate the number of Pennsylvania state quarters.\n\n* 14 x 50% = 7\n\nTherefore, Nick has 7 Pennsylvania state quarters.\n\nFinal answer: 7","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Nick has 35 quarters.  2/5 of the quarters are state quarters, and 50 percent of the state quarters are Pennsylvania.  How many Pennsylvania state quarters does Nick have? Answer: "
631,Mary and Rose went shopping to buy presents. They spent the same amount. Mary bought two pairs of sunglasses for $50 each and a pair of jeans for $100.  Rose bought a pair of shoes at $150 and two decks of basketball cards. How much did one deck of basketball cards cost?,Step 1: Write the equation for the total amount spent by Mary and Rose.\n\nLet T be the total amount spent by Mary and Rose.\n\nT = (2 x $50) + $100 + $150\nT = $300\n\nStep 2: Write the equation for the amount Mary spent on jeans.\n\nLet M be the amount Mary spent on jeans.\n\nM = $100\n\nStep 3: Write the equation for the amount Rose spent on shoes.\n\nLet R be the amount Rose spent on shoes.\n\nR = $150\n\nStep 4: Write the equation for the amount Rose spent on basketball cards.\n\nLet B be the amount Rose spent on basketball cards.\n\nB = $150\n\nStep 5: Solve the system of equations.\n\nT = $300\nM = $100\nR = $150\nB = ?\n\nSubstitute the value of T from equation 1 into equation 2:\nM = $100\n\nSubstitute the value of T from equation 1 into,You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Mary and Rose went shopping to buy presents. They spent the same amount. Mary bought two pairs of sunglasses for $50 each and a pair of jeans for $100.  Rose bought a pair of shoes at $150 and two decks of basketball cards. How much did one deck of basketball cards cost? Answer: 
522,"One barnyard owl makes 5 hoot sounds per minute.  If 5 less than 20 hoots per minute are heard coming out of the barn, how many Barnyard owls would this noise be coming from?","4\n\nStep 1: Write the problem as an equation.\nLet x be the number of hoots per minute made by the barnyard owls.\nSo, the problem states that one barnyard owl makes 5 hoot sounds per minute.\nx + 5 = 20\n\nStep 2: Solve the equation.\nx = 15\n\nStep 3: Find the answer to the problem.\nSince there are 5 hoots per minute made by each barnyard owl, and there are 4 barnyard owls making hoots, the total number of hoots per minute is 4 x 5 = 20.\nTherefore, there are 4 barnyard owls making noise in the barn.\nAnswer: 4","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: One barnyard owl makes 5 hoot sounds per minute.  If 5 less than 20 hoots per minute are heard coming out of the barn, how many Barnyard owls would this noise be coming from? Answer: "
283,Lily has 5 lottery tickets to sell.  She sells the first ticket for $1.  She then sells each successive ticket for a dollar more than the previous ticket. She plans to keep a $4 profit and give the remaining money as the prize. How much money will the winner of the lottery receive?,"$10\nStep 1: Lily sells the first ticket for $1.\nMoney earned from the first ticket = $1\nStep 2: Lily sells the second ticket for $2 (since the previous ticket was sold for $1).\nMoney earned from the second ticket = $2\nStep 3: Lily sells the third ticket for $3 (since the previous two tickets were sold for $1 and $2).\nMoney earned from the third ticket = $3\nStep 4: Lily sells the fourth ticket for $4 (since the previous three tickets were sold for $1, $2, and $3).\nMoney earned from the fourth ticket = $4\nStep 5: Lily sells the fifth and final ticket for $5 (since the previous four tickets were sold for $1, $2, $3, and $4).\nMoney earned from the fifth ticket = $5\nStep 6: Lily keeps a $4 profit from the entire sale.\nProfit = $4\nStep 7: The winner of the lottery receives the remaining money, which is $10.\nWinner receives $",You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Lily has 5 lottery tickets to sell.  She sells the first ticket for $1.  She then sells each successive ticket for a dollar more than the previous ticket. She plans to keep a $4 profit and give the remaining money as the prize. How much money will the winner of the lottery receive? Answer: 
134,"A couple with two children, ages 6 and 10 years old, decided to go to an amusement park. The regular ticket costs $109, but children below 12 years old have a $5 discount. If they gave the cashier $500, how much change will they receive?","Step 1: Identify the given information.\n* The regular ticket costs $109.\n* Children below 12 years old have a $5 discount.\n* The couple gave the cashier $500.\n\nStep 2: Calculate the total cost of the tickets.\n$109 (regular ticket) + $5 (discount for the 6-year-old) + $5 (discount for the 10-year-old) = $119\n\nStep 3: Calculate the amount of money the couple paid for the tickets.\n$500 - $119 = $381\n\nStep 4: Calculate the change the couple will receive.\n$381 - $109 (regular ticket cost) = $272\n\nTherefore, the couple will receive $272 in change.","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: A couple with two children, ages 6 and 10 years old, decided to go to an amusement park. The regular ticket costs $109, but children below 12 years old have a $5 discount. If they gave the cashier $500, how much change will they receive? Answer: "
180,"Derek has $960 to buy his books for the semester. He spends half of that on his textbooks, and he spends a quarter of what is left on his school supplies. What is the amount of money Derek has left?","Step 1: Identify the information given in the problem.\n\n* Derek has $960 to buy his books for the semester.\n* Derek spends half of that on his textbooks.\n* Derek spends a quarter of what is left on his school supplies.\n\nStep 2: Solve the problem step by step.\n\nHalf of $960 is $480.\n\n$480 - $48 = $432\n\nA quarter of $432 is $108.\n\nTherefore, Derek has $108 left after buying his books.\n\nStep 3: Provide the final numeric answer.\n\nThe final answer is $108.","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Derek has $960 to buy his books for the semester. He spends half of that on his textbooks, and he spends a quarter of what is left on his school supplies. What is the amount of money Derek has left? Answer: "
130,"Ali had a collection of seashells. He started with 180 seashells. He then gave away 40 seashells to his friends. He also gave 30 seashells to his brothers. If he sold half of the remaining seashells, how many seashells did he have left?","100\n\nStep 1: Identify the information given in the problem.\n\n* Ali had 180 seashells to start with.\n* He gave away 40 seashells to his friends.\n* He gave away 30 seashells to his brothers.\n* He sold half of the remaining seashells.\n\nStep 2: Calculate the number of seashells Ali had after giving away 40 seashells to his friends.\n\n* 180 - 40 = 140 seashells left\n\nStep 3: Calculate the number of seashells Ali had after giving away 30 seashells to his brothers.\n\n* 140 - 30 = 110 seashells left\n\nStep 4: Calculate the number of seashells Ali had after selling half of the remaining seashells.\n\n* 110 / 2 = 55 seashells left\n\nTherefore, Ali had 100 seashells left.","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Ali had a collection of seashells. He started with 180 seashells. He then gave away 40 seashells to his friends. He also gave 30 seashells to his brothers. If he sold half of the remaining seashells, how many seashells did he have left? Answer: "
171,James collects all the fruits from his 2 trees.  Each tree has 20 plants.  Each plant has 1 seed and he plants 60% of those.  How many trees did he plant?,"Step 1: Identify the given information.\n\n* James collects all the fruits from his 2 trees.\n* Each tree has 20 plants.\n* Each plant has 1 seed and he plants 60% of those.\n\nStep 2: Calculate the number of seeds James plants.\n\n* Number of plants = 20 x 2 = 40 plants\n* Percentage of seeds planted = 60%\n* Number of seeds planted = 40 x 0.6 = 24 seeds\n\nStep 3: Calculate the number of trees James planted.\n\n* Number of seeds planted = 24 seeds\n* Number of trees = number of seeds / number of seeds per tree\n* Number of trees = 24 / 1 = 24 trees\n\nTherefore, James planted 24 trees.\n\nFinal answer: 24 trees.",You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: James collects all the fruits from his 2 trees.  Each tree has 20 plants.  Each plant has 1 seed and he plants 60% of those.  How many trees did he plant? Answer: 
330,"Laura is planning her wedding. She expects 220 people to attend the wedding, but she has been told that approximately 5% typically don't show. How many people will go to her wedding?","220 - 11 = 209\n\nStep 1: Identify the given information.\n\n* Number of people expected to attend the wedding: 220\n* Percentage of people who typically don't show: 5%\n\nStep 2: Calculate the number of people who will not show up.\n\n* 5% of 220 = 11 (approximately)\n\nStep 3: Subtract the number of people who will not show up from the total number of people expected to attend.\n\n* 220 - 11 = 209\n\nTherefore, the final answer is 209 people will go to Laura's wedding.","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Laura is planning her wedding. She expects 220 people to attend the wedding, but she has been told that approximately 5% typically don't show. How many people will go to her wedding? Answer: "
619,"Harry is a professional dog-walker.  He is paid to go on long walks with dogs while their families are away from home.  On Monday, Wednesday, and Friday, Harry walks 7 dogs.  On Tuesday, he walks 12 dogs.  And on Thursday he walks 9 dogs.  He is paid $5 for each dog that he walks.  How many dollars does Harry earn in a week?","Step 1: Identify the information given in the problem.\n\n* Number of dogs Harry walks on Monday, Wednesday, and Friday: 7\n* Number of dogs Harry walks on Tuesday: 12\n* Number of dogs Harry walks on Thursday: 9\n* Total number of dogs Harry walks in a week: 7 + 12 + 9 = 38\n\nStep 2: Determine the amount Harry earns for each dog he walks.\n\n* Harry earns $5 for each dog he walks.\n\nStep 3: Calculate the total amount Harry earns in a week.\n\n* Total amount Harry earns in a week = Number of dogs Harry walks x Amount he earns per dog\n= 38 x $5\n= $190\n\nTherefore, Harry earns $190 in a week.","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Harry is a professional dog-walker.  He is paid to go on long walks with dogs while their families are away from home.  On Monday, Wednesday, and Friday, Harry walks 7 dogs.  On Tuesday, he walks 12 dogs.  And on Thursday he walks 9 dogs.  He is paid $5 for each dog that he walks.  How many dollars does Harry earn in a week? Answer: "
11,"Tobias is buying a new pair of shoes that costs $95. He has been saving up his money each month for the past three months. He gets a $5 allowance a month. He also mows lawns and shovels driveways. He charges $15 to mow a lawn and $7 to shovel. After buying the shoes, he has $15 in change. If he mows 4 lawns, how many driveways did he shovel?","3\n\nStep 1: Determine how much money Tobias has saved up.\nTobias has been saving up his money for the past three months. If he gets a $5 allowance each month, then he has saved up $5 x 3 = $15.\n\nStep 2: Determine how much money Tobias made from mowing lawns.\nTobias mowed 4 lawns. If he charges $15 to mow a lawn, then he made $15 x 4 = $60.\n\nStep 3: Determine how much money Tobias made from shoveling driveways.\nTobias shoveled 3 driveways. If he charges $7 to shovel a driveway, then he made $7 x 3 = $21.\n\nStep 4: Determine the total amount of money Tobias has after buying the shoes.\nTobias has $15 in change after buying the shoes. He has $60 from mowing lawns and $21 from shoveling driveways, for a total of $60 + $","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Tobias is buying a new pair of shoes that costs $95. He has been saving up his money each month for the past three months. He gets a $5 allowance a month. He also mows lawns and shovels driveways. He charges $15 to mow a lawn and $7 to shovel. After buying the shoes, he has $15 in change. If he mows 4 lawns, how many driveways did he shovel? Answer: "
181,A certain tree was 100 meters tall at the end of 2017. It will grow 10% more than its previous height each year. How long has the tree grown from 2017 until the end of 2019?,"Step 1: Identify the base year. In this case, the base year is 2017.\n\nStep 2: Determine the initial height of the tree in the base year. The tree was 100 meters tall in 2017.\n\nStep 3: Find the annual growth rate of the tree. The tree grows 10% more than its previous height each year.\n\nStep 4: Use the formula for compound growth to find the height of the tree at the end of each year.\n\nStep 5: Calculate the time it takes for the tree to grow from 2017 to 2019.\n\nStep 6: Find the final height of the tree at the end of 2019.\n\nStep 7: Calculate the total growth of the tree from 2017 to 2019.\n\nStep 8: Provide the final answer, including the numeric value of the height of the tree at the end of 2019 and the total growth of the tree from 2017 to 2019.\n\nAnswer:",You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: A certain tree was 100 meters tall at the end of 2017. It will grow 10% more than its previous height each year. How long has the tree grown from 2017 until the end of 2019? Answer: 
29,Mrs. Snyder used to spend 40% of her monthly income on rent and utilities. Her salary was recently increased by $600 so now her rent and utilities only amount to 25% of her monthly income. How much was her previous monthly income?,"Step 1: Identify the information given in the problem.\n\n* Mrs. Snyder used to spend 40% of her monthly income on rent and utilities.\n* Her salary was recently increased by $600.\n* Now, rent and utilities only amount to 25% of her monthly income.\n\nStep 2: Use the information given in the problem to find the previous monthly income.\n\n* Let the previous monthly income be x.\n* We know that 40% of x was spent on rent and utilities.\n* So, the amount spent on rent and utilities = 0.4x.\n* Now, the rent and utilities only amount to 25% of the monthly income, so the new amount spent on rent and utilities = 0.25x.\n* The difference between the old and new amounts spent on rent and utilities = 0.4x - 0.25x = 0.15x.\n* The previous monthly income x - 0.15x = $600.\n* Solving for x, we get x =",You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Mrs. Snyder used to spend 40% of her monthly income on rent and utilities. Her salary was recently increased by $600 so now her rent and utilities only amount to 25% of her monthly income. How much was her previous monthly income? Answer: 
548,"Gary manages two Amazon distribution centers. The first center processes 10000 packages per day, and the second center processes three times that volume. If Amazon makes 5 cents of profit per package, how much profit per week do the two centers make combined?","Step 1: Identify the information given in the problem.\n\n* The first center processes 10000 packages per day.\n* The second center processes three times that volume, which is 30000 packages per day.\n* Amazon makes 5 cents of profit per package.\n\nStep 2: Calculate the total number of packages processed by both centers per week.\n\n* The first center processes 10000 packages per day, so it processes 10000 x 7 = 70000 packages per week.\n* The second center processes 30000 packages per day, so it processes 30000 x 7 = 210000 packages per week.\n\nStep 3: Calculate the total profit made by both centers per week.\n\n* The total number of packages processed by both centers per week is 70000 + 210000 = 280000 packages per week.\n* The total profit made by both centers per week is 280000 x 5 cents =","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Gary manages two Amazon distribution centers. The first center processes 10000 packages per day, and the second center processes three times that volume. If Amazon makes 5 cents of profit per package, how much profit per week do the two centers make combined? Answer: "
125,"Haley grows at the rate of 3 inches every year. If she is currently 20 inches tall, what will be her height after 10 years?","10 years from now, Haley will be 30 inches tall.\n\nStep 1: Write the equation that represents Haley's growth rate.\n\nEquation: Haley's height = 3 inches/year\n\nStep 2: Identify the given information in the problem.\n\nGiven: Haley is currently 20 inches tall.\n\nStep 3: Use the equation from Step 1 and the given information from Step 2 to solve the problem.\n\nHaley's height after 10 years = 3 inches/year x 10 years\n= 30 inches\n\nTherefore, Haley will be 30 inches tall after 10 years.\n\nFinal answer: 30 inches","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Haley grows at the rate of 3 inches every year. If she is currently 20 inches tall, what will be her height after 10 years? Answer: "
519,Harrison buys a regular croissant on Saturdays for $3.50 and an almond croissant for $5.50 on Sundays.  How much does he spend on croissants in a year?,"$\n\nStep 1: Identify the information given in the problem.\n\n* Harrison buys a regular croissant on Saturdays for $3.50\n* Harrison buys an almond croissant for $5.50 on Sundays\n\nStep 2: Determine how often Harrison buys croissants in a year.\n\n* The problem does not specify the number of Saturdays or Sundays in a year, so we will assume that Harrison buys croissants every week.\n\nStep 3: Calculate the cost of Harrison's croissants for a year.\n\n* To calculate the cost of Harrison's croissants for a year, we will multiply the cost of each croissant by the number of croissants Harrison buys in a year.\n* For a regular croissant, the cost is $3.50 x 52 = $182\n* For an almond croissant, the cost is $5.50 x 52 = $280\n\nStep 4: Add the cost of Harrison's regular and almond croissants for a year.\n\n* The total cost of Harrison",You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Harrison buys a regular croissant on Saturdays for $3.50 and an almond croissant for $5.50 on Sundays.  How much does he spend on croissants in a year? Answer: 
383,"Anna baked 60 cupcakes. She gives away 4/5 of the cupcakes to her classmates. Of the remaining 1/5 of cupcakes, she eats 3 cupcakes. How many cupcakes does she have left?","10\n\nStep 1: Identify the information given in the problem.\n\n* Anna baked 60 cupcakes.\n* She gives away 4/5 of the cupcakes to her classmates.\n* Of the remaining 1/5 of cupcakes, she eats 3 cupcakes.\n\nStep 2: Use the information to solve the problem.\n\n4/5 of 60 = 48 (cupcakes given away)\n\nAnna has 60 - 48 = 12 cupcakes left.\n\nStep 3: Check your answer.\n\nAnna has 12 cupcakes left, which is the final answer.\n\nTherefore, the final numeric answer is 12.","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Anna baked 60 cupcakes. She gives away 4/5 of the cupcakes to her classmates. Of the remaining 1/5 of cupcakes, she eats 3 cupcakes. How many cupcakes does she have left? Answer: "
398,The girl scouts earned $30 total from selling delicious cookies. They want to go to the pool. It will cost them $2.50 per person to go and 10 people are going. What is the amount left?,"$25.00\n\nStep 1: Determine the total cost of the pool trip.\n$2.50 x 10 = $25.00\n\nStep 2: Subtract the cost of the pool trip from the total amount earned by the girl scouts.\n$30 - $25.00 = $5.00\n\nTherefore, the amount left after paying for the pool trip is $5.00.",You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: The girl scouts earned $30 total from selling delicious cookies. They want to go to the pool. It will cost them $2.50 per person to go and 10 people are going. What is the amount left? Answer: 
731,A clothing store sells 20 shirts and 10 pairs of jeans. A shirt costs $10 each and a pair of jeans costs twice as much. How much will the clothing store earn if all shirts and jeans are sold?,"Step 1: Identify the cost of one shirt.\nCost of one shirt = $10\n\nStep 2: Identify the cost of one pair of jeans.\nCost of one pair of jeans = $20 (since a pair of jeans costs twice as much as a shirt)\n\nStep 3: Find the total cost of 20 shirts.\nTotal cost of 20 shirts = 20 x $10 = $200\n\nStep 4: Find the total cost of 10 pairs of jeans.\nTotal cost of 10 pairs of jeans = 10 x $20 = $200\n\nStep 5: Find the total amount earned by the clothing store if all shirts and jeans are sold.\nTotal amount earned = Total cost of shirts + Total cost of jeans\n= $200 + $200 = $400\n\nTherefore, the clothing store will earn $400 if all shirts and jeans are sold.",You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: A clothing store sells 20 shirts and 10 pairs of jeans. A shirt costs $10 each and a pair of jeans costs twice as much. How much will the clothing store earn if all shirts and jeans are sold? Answer: 
973,"The buyers who came to Mr. Brandon's shop yesterday bought goods worth $80. If 2/5 of the total amount of sales Mr. Brandon made yesterday were credit sales, and the rest were cash sales, how much did Mr. Brandon get from cash sales?","$120\n\nStep 1: Identify the information given in the problem.\n\n* The buyers who came to Mr. Brandon's shop yesterday bought goods worth $80.\n* 2/5 of the total amount of sales Mr. Brandon made yesterday were credit sales.\n* The rest were cash sales.\n\nStep 2: Use the information to find the total amount of sales Mr. Brandon made yesterday.\n\n* Total sales = $80 (from the problem) + (2/5 x Total sales) (from the problem)\n\nStep 3: Use the information to find the amount Mr. Brandon got from cash sales.\n\n* Cash sales = Total sales - (2/5 x Total sales)\n\nStep 4: Solve the equation to find the final answer.\n\n* Cash sales = Total sales - (2/5 x Total sales)\n= $80 - (2/5 x $80)\n= $120\n\nTherefore, Mr. Brandon got $120 from cash sales.","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: The buyers who came to Mr. Brandon's shop yesterday bought goods worth $80. If 2/5 of the total amount of sales Mr. Brandon made yesterday were credit sales, and the rest were cash sales, how much did Mr. Brandon get from cash sales? Answer: "
613,John ends up damaging his hearing aids.  He needs to replace both of them.  They cost $2500 each.  Insurance covers 80% of the cost.  How much does he personally have to pay?,"$1250\n\nStep 1: Calculate the total cost of the hearing aids.\nTotal cost = 2 x $2500 = $5000\n\nStep 2: Calculate the amount covered by insurance.\nInsurance coverage = $5000 x 80% = $4000\n\nStep 3: Calculate the amount John personally has to pay.\nPersonal cost = Total cost - Insurance coverage = $5000 - $4000 = $1250\n\nTherefore, John personally has to pay $1250 to replace his damaged hearing aids.",You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: John ends up damaging his hearing aids.  He needs to replace both of them.  They cost $2500 each.  Insurance covers 80% of the cost.  How much does he personally have to pay? Answer: 
261,"You can buy 4 apples or 1 watermelon for the same price. You bought 36 fruits evenly split between oranges, apples and watermelons, and the price of 1 orange is $0.50. How much does 1 apple cost if your total bill was $66?","Step 1: Identify the given information.\n\n* Number of fruits you bought = 36\n* Number of fruits you bought of each type:\n	+ Apples = 4\n	+ Oranges = 16 (since 36 / 4 = 9)\n	+ Watermelons = 16 (since 36 / 4 = 9)\n* Price of 1 orange = $0.50\n\nStep 2: Find the cost of 4 apples.\n\n* Since you bought 4 apples, the cost of 4 apples = 4 x $0.50 = $2.00\n\nStep 3: Find the cost of 1 watermelon.\n\n* Since you bought 16 watermelons, the cost of 1 watermelon = $0.50 x 16 = $8.00\n\nStep 4: Find the total cost of all the fruits you bought.\n\n* Total cost = Cost of apples + Cost of oranges + Cost of watermelons\n= $2.00 + $8.","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: You can buy 4 apples or 1 watermelon for the same price. You bought 36 fruits evenly split between oranges, apples and watermelons, and the price of 1 orange is $0.50. How much does 1 apple cost if your total bill was $66? Answer: "
816,"Matt needs to buy new plates for his home.  He only wants to do dishes once a week.  Three days a week it is only him and his son eating and they use 1 plate each.  On the remainder of the days, his parents join them and everyone uses 2 plates that day.  How many plates does he need to buy?","Step 1: Identify the information given in the problem.\n\n* Matt needs to buy new plates for his home.\n* He only wants to do dishes once a week.\n* Three days a week, only Matt and his son eat and they use 1 plate each.\n* On the remainder of the days, his parents join them and everyone uses 2 plates that day.\n\nStep 2: Determine the total number of plates used per week.\n\n* On the 3 days when only Matt and his son eat, they use 1 plate each, for a total of 2 plates.\n* On the remaining 4 days, Matt's parents join them and everyone uses 2 plates, for a total of 8 plates.\n\nStep 3: Calculate the total number of plates needed.\n\n* To determine the total number of plates needed, we need to add the total number of plates used per week.\n* Therefore, the total number of plates needed is 2 + 8 = 10 plates.\n\nTherefore, Matt needs to buy 10 plates.","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Matt needs to buy new plates for his home.  He only wants to do dishes once a week.  Three days a week it is only him and his son eating and they use 1 plate each.  On the remainder of the days, his parents join them and everyone uses 2 plates that day.  How many plates does he need to buy? Answer: "
