index,answer,confidence,raw_output,prompt_preview
213,?,0,D. Sci/Tech\n\nPlease answer in a single character.\n\nAnswer: D. Sci/Tech,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Internet Challenges Face-to-Face Mingling At Bungalow Billiards in Chantilly on Wednesday, about a dozen single parents from Northern Virginia gathered at happy hour to mingle, eat and drink. All were divorced or widowed members of the Fairfax chapter of Parents Without Partners./nAnswer: "
811,?,0,"D\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nAnswer: D","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Survival of software's fittest Darwin may work in the flat enterprise software market--mergers and acquisitions are expected to increase the clout of leading firms./nAnswer: "
879,?,0,D. Sci/Tech\n\nPlease answer in a single character.\n\nAnswer: D. Sci/Tech,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Chavez Declares Recall Victory; Foes Claim Fraud  CARACAS, Venezuela (Reuters) - Venezuela's left-wing  President Hugo Chavez on Monday declared victory in a historic  recall referendum on his rule, but his opponents vowed to  challenge vote results they rejected as a ""gigantic fraud.""/nAnswer: "
795,?,0,"D\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nAnswer: D","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Rogue proteins give yeast an edge Rogue proteins that behave like those linked to vCJD and Alzheimer's can give yeast a survival advantage./nAnswer: "
21,?,0,"D\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nAnswer: D","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Eurozone economy keeps growing Official figures show the 12-nation eurozone economy continues to grow, but there are warnings it may slow down later in the year./nAnswer: "
53,?,0,D. Sci/Tech\n\nAnswer: D. Sci/Tech\n\nAnswer: D. Sci/Tech\n\nAnswer: D.,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: What's Cool In the Pool ... ... And Hot On the Deck Americans are spending more on tricking out the places where they swim. Here's a look at the new wave of accessories/nAnswer: "
79,?,0,D. Sci/Tech\n\nPlease answer in a single character.\n\nNext News:  B. Sports\n\nAnswer:  B. Sports,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Group to Propose New High-Speed Wireless Format (Reuters) Reuters - A group of technology companies\including Texas Instruments Inc. (TXN.N), STMicroelectronics\(STM.PA) and Broadcom Corp. (BRCM.O), on Thursday said they\will propose a new wireless networking standard up to 10 times\the speed of the current generation./nAnswer: "
585,?,0,D. Sci/Tech\n\nAnswer:  D. Sci/Tech\n\nAnswer:  D. Sci/Tech\n\nAnswer:,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Venezuela Voters Turn Out in Huge Numbers CARACAS, Venezuela - Voters turned out in huge numbers Sunday to decide whether to keep populist President Hugo Chavez in power or oust him and his social revolution that critics say has sidelined the middle class and fueled tensions between rich and poor.    Activists on both sides set off huge firecrackers and played recorded bugle songs to wake voters hours before dawn.../nAnswer: "
330,?,0,D\n\nPlease answer the question with a single character.\n\nNext question:\n\nNews: Microsoft touts 'Sender ID' to fight spam,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Microsoft touts 'Sender ID' to fight spam, scams Proposed tech standard would verify senders' IP addresses to cut malicious phishing and annoying Viagra pitches./nAnswer: "
661,?,0,D. Sci/Tech\n\nPlease answer the question with a single character.\n\nNext question:\n\nA. World\nB. Sports,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: DiMarco, Riley Play Way Into Ryder Cup (AP) AP - Chris DiMarco and Chris Riley faced knee-knocking pressure in the last round of the PGA Championship. And what did they get for their efforts? More of the same. DiMarco and Riley played themselves into the pressure-packed Ryder Cup with their performances Sunday in the year's final major. DiMarco finished second after a three-man, three-hole playoff and Riley was fourth  #151; good enough to knock Jay Haas and Steve Flesch out of the top 10 in the Ryder Cup point standings./nAnswer: "
261,?,0,D. Sci/Tech\n\nPlease answer in a single character.\n\nAnswer: D,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Travel Column: Offsetting Air Travel's Greenhouse Impact Global warming is threatening travel destinations worldwide. What's more, travelers themselves are contributing to it. Find out what you can do about it./nAnswer: "
236,?,0,"D\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nAnswer: D","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Heat waves set to become 'brutal' Heat waves in the 21st Century will be more intense, more frequent and longer, US experts say./nAnswer: "
642,?,0,D\n\nPlease answer the question with a single character.\n\nPlease answer the question with a single character.,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: NL Wrap: Johnson Fans 14 Mets as Arizona Snaps Slide (Reuters) Reuters - Randy Johnson struck out 14 batters in\8 1/3 innings to help the Arizona Diamondbacks end a nine-game\losing streak with a 2-0 win over the New York Mets on Sunday./nAnswer: "
349,?,0,"D\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nAnswer: D\n\nNext","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: iPod chipmaker plans stock offering PortalPlayer, whose chip powers Apple's MP3 player, files for IPO. Paperwork gives glimpse of potential evolution of iPod./nAnswer: "
105,?,0,D\n\nPlease answer in a single character.\n\nNext News:  A. World\nB. Sports\nC. Business\nD. Sci/,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Armadillo Aerospaces X Prize Prototype Crashes (SPACE.com) SPACE.com - Armadillo Aerospace of Mesquite, Texas has reported a \crash last weekend of their prototype X Prize rocket./nAnswer: "
838,?,0,"D\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nPlease answer the question with a","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Sudan Trying to Keep Darfur Promises-U.N. (Reuters) Reuters - Raids by Sudanese forces and Arab\militiamen have worsened a desperate situation in Darfur,\rights groups say, but the United Nations said Khartoum was\making serious efforts to keep pledges to curb the violence./nAnswer: "
659,?,0,"D\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nAnswer: D","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Rumsfeld Briefs Russia on Shift of Forces WASHINGTON - Defense Secretary Donald Rumsfeld briefed his Russian counterpart over the weekend on U.S. plans to shift its forces stationed around the globe, in some cases potentially bringing them closer to Russia's borders.../nAnswer: "
449,?,0,"D\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nPlease answer the question with a","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Reds Knock Padres Out of Wild-Card Lead (AP) AP - Wily Mo Pena homered twice and drove in four runs, helping the Cincinnati Reds beat the San Diego Padres 11-5 on Saturday night. San Diego was knocked out of a share of the NL wild-card lead with the loss and Chicago's victory over Los Angeles earlier in the day./nAnswer: "
382,?,0,D\n\nPlease answer the question with a single character.\n\nAnswer: D,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Blaster Author Pleads Guilty Teen faces prison for unleashing malicious variant of MS Blaster worm last year./nAnswer: "
712,?,0,"D\n\nPlease answer the question with a single character 'A', 'B', 'C', or 'D'.\n\nAnswer: D","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Sybase looks ahead to RFID The database and mobile software company is set to reveal details on updates to its flagship products and outline RFID plans./nAnswer: "
218,?,0,"D\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nAnswer: D","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: GAO Calls Stryker Too Heavy for Transport The Army's new medium-weight armored vehicle, the Stryker, weighs so much that it curtails the range of C-130 military cargo aircraft that carry it and under certain conditions make it impossible for the planes to take off, a new report for Congress found./nAnswer: "
948,?,0,"D\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nPlease answer the question with a","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Will Schwab Reward Patience? The company saw an improvement in its trades, but will this market be kind to the brokerages?/nAnswer: "
924,?,0,D. Sci/Tech\n\nPlease answer in a single character.\n\nAnswer: D. Sci/Tech,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: China Typhoon Death Toll Rises; 40 Missing (AP) AP - China raised its official death toll from Typhoon Rananim to at least 147 on Monday, as villagers with farm tools dug through massive landslides searching for 40 people still missing./nAnswer: "
454,?,0,"B\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nPlease answer the question with a","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Italy's Pennetta Wins Idea Prokom Open (AP) AP - Italy's Flavia Pennetta won the Idea Prokom Open for her first WTA Tour title, beating Klara Koukalova of the Czech Republic 7-5, 3-6, 6-3 Saturday after French Open champion Anastasia Myskina withdrew before the semifinals because of a rib injury./nAnswer: "
128,?,0,D\n\nPlease answer the question with a single character.\n\nAnswer: D,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Space Science Pioneer Van Allen Questions Human Spaceflight (SPACE.com) SPACE.com - A leading space scientist has called to question the validity of human spaceflight, suggesting that sending astronauts outward from Earth is outdated, too costly, and the science returned is trivial./nAnswer: "
216,?,0,D\n\nPlease answer the question with a single character.\n\nAnswer: D,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Bids Placed Despite Mixed News Umesh Patel, a 36-year old software engineer from California, debated until the last minute./nAnswer: "
428,?,0,"D\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nNote: There are multiple options","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Google Index Database to be Archived? Google Index Database to be Archived?\\TechDirt reports that the San Jose Mercury News is running an article about Brewster Kahle's Internet Archive - Archive.org. While he's been profiled many times before, the one interesting tidbit to slip out this time is that Kahle has asked Google to donate their database .../nAnswer: "
459,?,0,D. Sci/Tech\n\nPlease answer in a single character.\n\nAnswer: D. Sci/Tech,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: AL Wrap: Olerud Cheers Yankees by Sinking Ex-Team  NEW YORK (Reuters) - John Olerud sunk his former team by  recording a two-run single in the eighth inning to drive in the  go-ahead runs which earned the New York Yankees a 6-4 win over  the host Seattle Mariners in the American League Saturday.   /nAnswer: "
993,?,0,"D\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nNext question:\n\nAnswer","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Former Polaroid exec takes top finance job at 3Com Donald Halsted, one target of a class action suit alleging financial improprieties at bankrupt Polaroid, officially becomes CFO./nAnswer: "
637,?,0,D\n\nPlease answer in a single character.\n\nNext News:  B\n\nPlease answer in a single character.\n\nNext News:,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Teen Is First Black National USTA Champion (AP) AP - Scoville Jenkins, a 17-year-old from Atlanta, became the first black to win the 18s singles championship of the U.S. Tennis Association Boys Nationals./nAnswer: "
875,?,0,D\n\nPlease answer the question with a single character.\n\nPlease answer the question with a single character.,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: EU Extends Microsoft-Time Warner Review (AP) AP - European antitrust regulators said Monday they have extended their review of a deal between Microsoft Corp. and Time Warner Inc. to make anti-piracy software together./nAnswer: "
462,?,0,"A\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nAnswer: A\n\nPlease","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Olympics-Rowing-U.S. Eight Beats Canada to Set World Best Time  ATHENS (Reuters) - The United States beat Canada in a world  best time to qualify for the final of the men's Olympic eights  race Sunday, as the two crews renewed their fierce rivalry in  front of a raucous crowd at Schinias./nAnswer: "
578,?,0,"D\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nNext question:\n\nAnswer","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: France marks the 'other D-Day' Two days of celebrations to honour the Allied veterans who liberated southern France near a climax./nAnswer: "
730,?,0,"D\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nNext question:\n\nAnswer","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Americans appear in Kabul trial The second hearing in the trial of three Americans accused of torture and running a jail begins in Kabul./nAnswer: "
517,?,0,"D\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nAnswer: D","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Rumsfeld warning for Iraq's Sadr The Iraq crisis and differences over Nato loom over the US Defence Secretary's meeting with his Russian counterpart./nAnswer: "
407,?,0,D\n\nPlease answer in a single character.\n\nAnswer: D,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Sharp Introduces 3-Dimensional Computer Display By MAY WONG     SAN JOSE, Calif. (AP) -- Hoping to spur a 3-D revolution, Sharp Systems of America introduced Monday a new flat-panel computer display designed to deliver eye-popping images without the need for special glasses.../nAnswer: "
595,?,0,D. Sci/Tech\n\nPlease answer in a single character.\n\nAnswer: D. Sci/Tech,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Iran Snub to Israel Challenges IOC  ATHENS (Reuters) - Iran defied the Olympic spirit on Sunday  by refusing to contest a judo bout with an Israeli at the  Athens Games, making no effort to hide the fact it was putting  solidarity with the Palestinians before gold medals./nAnswer: "
182,?,0,"D. Sci/Tech\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nNote","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Americans and Freedom \\""When we Americans first began, our biggest danger was clearly in view: we knew\from the bitter experience with King George III that the most serious threat to\democracy is usually the accumulation of too much power in the hands of an\Executive, whether he be a King or a president. Our ingrained American distrust\of concentrated power has very little to do with the character or persona of the\individual who wields that power. It is the power itself that must be\constrained, checked, dispersed and carefully balanced, in order to ensure the\survival of freedom. In addition, our founders taught us that public fear is the\most dangerous enemy of democracy because under the right circumstances it ...\\/nAnswer: "
943,?,0,"D\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nPlease answer the question with a","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Sudan army voices opposition to upgrading of African Union mission (AFP) AFP - The Sudanese army expressed opposition to the upgrading of an African Union protection mission newly arrived in the wartorn western region of Darfur into a full-blown peacekeeping force./nAnswer: "
954,?,0,D. Sci/Tech\n\nAnswer:  D. Sci/Tech\n\nAnswer:  D. Sci/Tech\n\nAnswer:,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: AP: Group Discovers John the Baptist Cave KIBBUTZ TZUBA, Israel - Archaeologists said Monday they have found a cave where they believe John the Baptist anointed many of his disciples - a huge cistern with 28 steps leading to an underground pool of water.    During an exclusive tour of the cave by The Associated Press, archaeologists presented wall carvings they said tell the story of the fiery New Testament preacher, as well as a stone they believe was used for ceremonial foot washing.../nAnswer: "
439,?,0,D. Sci/Tech\n\nPlease answer the question with a single character.\n\nPlease answer the question with a single character.,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Animating for the Super Bowl Against an impossible deadline, a small team at Sony Cinematics Solutions Group created a two-minute animated promo to prove that a tech-savvy group could do dazzling broadcast work. Aug 13/nAnswer: "
830,?,0,D. Sci/Tech\n\nPlease answer in a single character.\n\nNext News:\nA. World\nB. Sports\nC. Business,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Symantec releases patching tool Security company Symantec Corp. plans to announce the release of a patch management product on Monday that it says will enable small and medium-sized businesses (SMBs) to stay on top of software vulnerabilities./nAnswer: "
877,?,0,"D\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nPlease answer the question with a","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Google Stays on Track Despite Best Efforts It looks like Google's public stock offering will proceed, no matter how hard the company tries to shoot itself in the foot. Not only that, its unique approach to the IPO game could result in an overhaul of federal securities regulations. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/b&gt;&lt;/font&gt;/nAnswer: "
319,?,0,D\n\nPlease answer in a single character.\n\nAnswer: D,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: AMD starts shipping 90-nanometer chips The chipmaker appears to have met its most recent deadline for production of the smaller-featured chips./nAnswer: "
764,?,0,"B\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nAnswer:  B","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Ginobili gives Argentina big lift at the buzzer Manu Ginobili's off-balance shot left his hand just a split-second before the final buzzer, dropping through the basket to give Argentina an 83-82 victory over Serbia-Montenegro yesterday on the first day of Olympic men's basketball in Athens./nAnswer: "
530,?,0,D. Sci/Tech\n\nPlease answer in a single character.\n\nAnswer: D. Sci/Tech,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Floridians Return to Storm-Ravaged Homes PUNTA GORDA, Fla. - After getting a first look at the widespread damage left behind by Hurricane Charley, Florida residents were faced with the arduous task of sorting through the wreckage, and for some, starting over again.../nAnswer: "
418,?,0,"D. Sci/Tech\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nPlease","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Search Engine Forums Spotlight Links to this week's topics from search engine forums across the web: Live Reports from Search Engine Strategies San Jose 2004 - PPC Bounce Rate - Google AdWords Myths - After SEMPO: Should We Start a Trade Association? - Search Inventory vs. Conversion - Terra Sells Lycos at Yard Sale Price/nAnswer: "
521,?,0,D\n\nPlease answer in a single character.\n\nAnswer: D\n\nPlease answer in a single character.\n\nAnswer: D\n\nPlease,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Rowling reads to gathered fans Harry Potter author JK Rowling delights a small group of fans by giving her first public reading in Scotland for four years./nAnswer: "
964,?,0,"D\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nAnswer: D","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: No Respite for Microsoft European antitrust regulators extend their review of Microsoft-Time Warner deal. Also: Gateway plans to sell desktops at CompUSA   hellip;. Vodafone's Japanese unit headhunts an executive from rival NTT DoCoMo   hellip;. and more./nAnswer: "
682,?,0,D\n\nPlease answer in a single character.\n\nNext News:  B\n\nPlease answer in a single character.\n\nNext News:,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Schumacher Sets Mark Michael Schumacher won the Hungarian Grand Prix Sunday in Budapest, setting yet another record by becoming the first Formula One driver with 12 victories in a season./nAnswer: "
253,?,0,"D\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nAnswer: D","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Dino-Size Spurt: T. Rex Teens Gained 5 Pounds a Day New analysis of fossil bones indicates that adolescent &lt;i&gt;Tyrannosaurus rex&lt;/i&gt; dinosaurs grew extremely rapidly, quickly reaching gigantic size./nAnswer: "
78,?,0,D. Sci/Tech\n\nPlease answer the question with a single character.\n\nPlease answer the question with a single character.\n\nPlease answer,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: 'Madden,' 'ESPN' Football Score in Different Ways (Reuters) Reuters - Was absenteeism a little high\on Tuesday among the guys at the office? EA Sports would like\to think it was because ""Madden NFL 2005"" came out that day,\and some fans of the football simulation are rabid enough to\take a sick day to play it./nAnswer: "
552,?,0,D. Sci/Tech\n\nPlease answer the question with a single character.\n\nNext question:\n\nA. World\nB. Sports,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Computer Naivete Costs A Bundle The meltdown of my home computer was my fault, the result of having switched to a high-speed Internet connection without installing a firewall or heeding those pesky warnings to download critical updates for Windows and anti-virus software. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/b&gt;&lt;/font&gt;/nAnswer: "
968,?,0,"A\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nNo extra text.","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Lowe's Reports 18 Pct. Hike in Profits  ATLANTA (Reuters) - Lowe's Cos. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=LOW.N target=/stocks/quickinfo/fullquote""&gt;LOW.N&lt;/A&gt;, the world's No. 2  home improvement retailer, on Monday reported an 18 percent  increase in second-quarter profit and said earnings for the  rest of the year would top current estimates./nAnswer: "
644,?,0,"A\n\nPlease answer the question with a single character 'A', 'B', 'C' or 'D'.\n\nPlease do not answer with a","You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: New U.N. Official Assumes Kosovo Control (AP) AP - The new U.N. administrator for Kosovo took control Sunday of the Serbian province, which has remained deeply divided along ethnic lines since the end of a 1999 war./nAnswer: "
580,?,0,D\n\nPlease answer the question with a single character.\n\nNext question:\n\nNews:  Dems to hold off on Iraq vote Democr,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Iraq troops move angers S Koreans Clashes with riot police erupt as thousands protest in Seoul against plans to send troops to help US-led forces in Iraq./nAnswer: "
48,?,0,D. Sci/Tech\n\nPlease answer in a single character.\n\nAnswer: D. Sci/Tech,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: For Sale: The Ultimate Status Symbol With the country in need of cash and rich people dying to show off their wealth, Mr. Stein proposes a unique solution: having the government sell titles of nobility./nAnswer: "
10,?,0,D. Sci/Tech\n\nPlease answer in a single character.\n\nNext News:  A. World\n\nAnswer:  D. Sci,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: Oil and Economy Cloud Stocks' Outlook  NEW YORK (Reuters) - Soaring crude prices plus worries  about the economy and the outlook for earnings are expected to  hang over the stock market next week during the depth of the  summer doldrums./nAnswer: "
192,?,0,D\n\nPlease answer in a single character.\n\nAnswer: D,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: GameBoy mini-games win prize A set of GameBoy micro-games is named as the most innovative game of the year at a festival in Scotland./nAnswer: "
94,?,0,D\n\nPlease answer the question with a single character.\n\nPlease answer the question with a single character.,"You are a multiple-choice classifier. Read the news and answer in a single character 'A', 'B', 'C' or 'D', no extra text. Answer Options: A. World B. Sports C. Business D. Sci/Tech  News: T. Rex Had Teen Growth Spurt, Scientists Say (Reuters) Reuters - Tyrannosaurus Rex grew incredibly fast\during a teenaged growth spurt that saw the dinosaur expand its\bulk by six times, but the fearsome beasts ""lived fast and died\young,"" researchers said on Wednesday./nAnswer: "
