index,source_text,raw_output,prompt_preview
2723,"The length of the straight part of a river is three times shorter than the crooked part. If the river is 80 miles long, how long is the straight part of the river?",The crooked part of the river is 80/3 = <<80/3=26>>26 miles long.\nThe straight part of the river is 80-26 = <<80-26=54>>54 miles long.\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles\n#### 54 miles,"You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: The length of the straight part of a river is three times shorter than the crooked part. If the river is 80 miles long, how long is the straight part of the river? Answer: "
6228,Ava planted 9 apple trees in her backyard. That's 3 more than Lily planted in her backyard. How many apple trees did they plant in their backyards collectively?,"Lily planted 6 apple trees in her backyard.\nSo, Ava planted 9 - 6 = <<9-6=3>>3 more apple trees than Lily.\nSo, they planted 3 + 6 = <<3+6=9>>9 apple trees in their backyards collectively.\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9",You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Ava planted 9 apple trees in her backyard. That's 3 more than Lily planted in her backyard. How many apple trees did they plant in their backyards collectively? Answer: 
1192,"Out of the 120 people who attended the party, 1/3 are men while half are women. The rest are children. How many children attended the party?",The number of women who attended the party is 120*1/3 = <<120*1/3=40>>40\nThe number of children who attended the party is 120-40 = <<120-40=80>>80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n#### 80\n####,"You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Out of the 120 people who attended the party, 1/3 are men while half are women. The rest are children. How many children attended the party? Answer: "
982,"Frank bakes two trays of cookies per day, for 6 days. Frank eats one cookie each day to make sure they taste good. Ted comes over on the sixth day and eats 4 cookies. If each tray makes 12 cookies, how many cookies are left when Ted leaves?",Frank bakes 2*6=<<2*6=12>>12 cookies per day\nFrank eats 1*6=<<1*6=6>>6 cookies per day\nTed eats 4 cookies on the last day\n12-6-4=<<12-6-4=2>>2 cookies are left\n#### 2 cookies\n#### 2/1=2\n#### 2*6=12\n#### 12-6-4=2\n#### 2-6-4=2\n#### 2/1=2\n#### 2*6=12\n#### 12-6-4=2\n#### 2-6-4=2\n#### 2/1=2\n#### 2*6=12\n#### 12-6-4=2\n#### 2-6-4=2\n#### 2/1=2\n#### 2*6=12\n#### 12-6-4=2\n#### 2-6-4=2\n#### 2/1=2\n#### 2*6=12\n#### 12-,"You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Frank bakes two trays of cookies per day, for 6 days. Frank eats one cookie each day to make sure they taste good. Ted comes over on the sixth day and eats 4 cookies. If each tray makes 12 cookies, how many cookies are left when Ted leaves? Answer: "
4265,"Zain has 10 more of each coin than Emerie. If Emerie has six quarters, seven dimes, and five nickels, how many coins does Zain have?",Let Emerie have 6*0.25+7*0.10+5*0.05=<<6*0.25+7*0.10+5*0.05=6.75>>6.75 coins.\nZain has 6.75+10=<<6.75+10=16.75>>16.75 coins.\n#### 16.75\n#### 16.75\n#### 16.75\n#### 16.75\n#### 16.75\n#### 16.75\n#### 16.75\n#### 16.75\n#### 16.75\n#### 16.75\n#### 16.75\n#### 16.75\n#### 16.75\n#### 16.75\n#### 16.75\n#### 16.75\n#### 16.75\n#### 16.75\n#### 16.75\n#### 16.75,"You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Zain has 10 more of each coin than Emerie. If Emerie has six quarters, seven dimes, and five nickels, how many coins does Zain have? Answer: "
2360,A department store offers a 10% discount for the amount exceeding $100 of the customer's total charge. Jaco bought a pair of shoes for $74; 2 pairs of socks that cost $2 per pair; a bag that costs $42. How much will Jaco pay for those items?,"Jaco bought a pair of shoes for $74, so the total cost of the shoes is $74.\nHe bought 2 pairs of socks, so the total cost of the socks is $2 x 2 = $<<2*2=4>>4.\nHe bought a bag that costs $42, so the total cost of the bag is $42.\nThe total cost of the items is $74 + $4 + $42 = $<<74+4+42=118>>118.\nThe discount is 10% of the total cost, so the discount is $118 x 0.10 = $<<118*0.10=11.8>>11.8.\nThe total cost of the items after the discount is $118 - $11.8 = $<<118-11.8=106.2>>106.2.\n#### 106.2\n#### 106.2\n#### 106.2\n#### 106.2\n#### 106",You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: A department store offers a 10% discount for the amount exceeding $100 of the customer's total charge. Jaco bought a pair of shoes for $74; 2 pairs of socks that cost $2 per pair; a bag that costs $42. How much will Jaco pay for those items? Answer: 
5241,Chloe bought chocolate-dipped strawberries at $50 a dozen. She then sold them for $30 for half a dozen during the Mother's Day celebration. How much is Chloe's profit if she sold 50 dozens?,"Chloe sold 50 dozens of strawberries at $30 for half a dozen, so she made $50 x 50 = $<<50*50=2500>>2500.\nShe made $2500 from selling 50 dozens of strawberries.\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 2500\n#### 25",You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Chloe bought chocolate-dipped strawberries at $50 a dozen. She then sold them for $30 for half a dozen during the Mother's Day celebration. How much is Chloe's profit if she sold 50 dozens? Answer: 
6107,"Dany owns a farm, in his farm he has 4 cows and 3 sheep that eat 2 bushels a day. He also has 7 chickens that eat 3 bushels a day. How many bushels should he have to suffice the animals for a day?",The total number of bushels the animals eat is 4+3+7 = <<4+3+7=14>>14 bushels.\nSo he needs 14/2 = <<14/2=7>>7 bushels of food to suffice the animals for a day.\n#### 7 bushels\n#### 7/2 = 3.5 bushels\n#### 3.5 bushels\n#### 3.5/2 = 1.75 bushels\n#### 1.75 bushels\n#### 1.75/2 = 0.875 bushels\n#### 0.875 bushels\n#### 0.875/2 = 0.4375 bushels\n#### 0.4375 bushels\n#### 0.4375/2 = 0.21875 bushels\n#### 0.21875 bushels\n#### 0.21875/2 = 0.109375 bushels\n#### 0.109375 bushels\n#### 0.10937,"You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Dany owns a farm, in his farm he has 4 cows and 3 sheep that eat 2 bushels a day. He also has 7 chickens that eat 3 bushels a day. How many bushels should he have to suffice the animals for a day? Answer: "
795,"On Monday Samson ate 3 sandwiches at lunch and ate twice as many at dinner. The next morning, he felt sick from eating all those sandwiches, so he only ate one sandwich for breakfast. How many more sandwiches in total did Samson eat on Monday than Tuesday?","Samson ate 3 sandwiches at lunch and 2*3=<<2*3=6>>6 sandwiches at dinner.\nSo he ate 3+6=<<3+6=9>>9 sandwiches on Monday.\nOn Tuesday, he ate 1 sandwich for breakfast and 9-1=<<9-1=8>>8 sandwiches for lunch and dinner.\nSo he ate 8 more sandwiches on Monday than on Tuesday.\n8-8=<<8-8=0>>0 sandwiches\n#### 0 sandwiches\n#### 0 sandwiches\n#### 0 sandwiches\n#### 0 sandwiches\n#### 0 sandwiches\n#### 0 sandwiches\n#### 0 sandwiches\n#### 0 sandwiches\n#### 0 sandwiches\n#### 0 sandwiches\n#### 0 sandwiches\n#### 0 sandwiches\n#### 0 sandwiches\n#### 0 sandwiches\n#### 0 sandwiches\n#### 0 sandwiches\n#### 0 sandwiches\n#### 0 sandwiches","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: On Monday Samson ate 3 sandwiches at lunch and ate twice as many at dinner. The next morning, he felt sick from eating all those sandwiches, so he only ate one sandwich for breakfast. How many more sandwiches in total did Samson eat on Monday than Tuesday? Answer: "
6793,"There are 7 trucks that have 20 boxes. There are 5 trucks that have 12 boxes. Each box holds 8 containers of oil. If all of the oil is evenly redistributed onto 10 trucks, how many containers of oil will each truck have?",There are 7*20=<<7*20=140>>140 boxes in total.\nThere are 5*12=<<5*12=60>>60 boxes in total.\nThere are 140-60=<<140-60=80>>80 boxes in total.\nEach truck has 80/10=<<80/10=8>>8 containers of oil.\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8\n#### 8,"You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: There are 7 trucks that have 20 boxes. There are 5 trucks that have 12 boxes. Each box holds 8 containers of oil. If all of the oil is evenly redistributed onto 10 trucks, how many containers of oil will each truck have? Answer: "
4439,"Corna wants to buy a shirt. The store buys the shirt for $20, but charges 30% for profit. However, the shirt is on sale for 50% off the selling price. What is the price now?","The shirt was originally $20, so the selling price was $20 * 1.3 = $<<20*1.3=26>>26.\nThe shirt was on sale for 50% off the selling price, so the price was $26 * 0.5 = $<<26*0.5=13>>13.\nThe store charges 30% for profit, so the price was $13 * 1.3 = $<<13*1.3=16.9>>16.9.\n#### 16.9\n#### 16.9\n#### 16.9\n#### 16.9\n#### 16.9\n#### 16.9\n#### 16.9\n#### 16.9\n#### 16.9\n#### 16.9\n#### 16.9\n#### 16.9\n#### 16.9\n#### 16.9\n#### 16.9\n#### 16.9\n#### 16.9\n#### 16.9\n####","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Corna wants to buy a shirt. The store buys the shirt for $20, but charges 30% for profit. However, the shirt is on sale for 50% off the selling price. What is the price now? Answer: "
257,Hannah sold 40 pieces of cookies for $0.8 each and 30 cupcakes for $2 each. She used the money to buy 2 sets of measuring spoons for $6.5 each. How much money does she have left?,Hannah sold 40*0.8 = $<<40*0.8=32>>32 pieces of cookies\nShe sold 30*2 = $<<30*2=60>>60 cupcakes\nShe used 2*6.5 = $<<2*6.5=13>>13 sets of measuring spoons\nShe has $60-13 = $<<60-13=47>>47 left\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47\n#### 47,You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Hannah sold 40 pieces of cookies for $0.8 each and 30 cupcakes for $2 each. She used the money to buy 2 sets of measuring spoons for $6.5 each. How much money does she have left? Answer: 
6383,Troy makes soup.  He buys 4 pounds of beef and 6 pounds of vegetables.  The vegetables cost $2 per pound and the beef is 3 times that price.  How much does everything cost?,The vegetables cost $2*6=<<2*6=12>>12\nThe beef costs 3*12=<<3*12=36>>36\nThe total cost of the vegetables and beef is 12+36=<<12+36=48>>48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 48\n#### 4,You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Troy makes soup.  He buys 4 pounds of beef and 6 pounds of vegetables.  The vegetables cost $2 per pound and the beef is 3 times that price.  How much does everything cost? Answer: 
3174,"There were 30 women and 20 men who attended the party. After few hours, 2/5 of the total number of people left. If 9 men left the party, how many more women stayed at the party than men?","The total number of people who attended the party is 30+20=<<30+20=50>>50.\nAfter few hours, 2/5 of the total number of people left, so 2/5*50=<<2/5*50=20>>20 people left the party.\nSo, 50-20=<<50-20=30>>30 people stayed at the party.\nSo, 30-9=<<30-9=21>>21 women stayed at the party.\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n#### 21\n####","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: There were 30 women and 20 men who attended the party. After few hours, 2/5 of the total number of people left. If 9 men left the party, how many more women stayed at the party than men? Answer: "
3070,"Brianna started out with a bag of 24 marbles.  She lost four marbles through a hole in the bag.  Then, she gave away twice as many marbles as she had lost through the hole in the bag.  Finally, her dog ate half as many marbles as Brianna had lost through the hole in the bag.  How many marbles did Brianna have remaining?","Brianna lost 4 marbles through the hole in the bag, so she had 24 - 4 = <<24-4=20>>20 marbles left.\nThen, she gave away 2*4 = <<2*4=8>>8 marbles.\nThen, her dog ate 8/2 = <<8/2=4>>4 marbles.\nSo, Brianna had 20 - 4 - 4 = <<20-4-4=12>>12 marbles left.\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n#### 12\n####","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Brianna started out with a bag of 24 marbles.  She lost four marbles through a hole in the bag.  Then, she gave away twice as many marbles as she had lost through the hole in the bag.  Finally, her dog ate half as many marbles as Brianna had lost through the hole in the bag.  How many marbles did Brianna have remaining? Answer: "
2395,"A chef has served 58 adults, 35 fewer children than the number of adults, and twice as many seniors as children. What is the total number of guests served?",The number of children is 58 - 35 = <<58-35=23>>23.\nThe number of seniors is 2 * 23 = <<2*23=46>>46.\nThe total number of guests is 58 + 35 + 46 = <<58+35+46=139>>139.\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 139\n#### 13,"You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: A chef has served 58 adults, 35 fewer children than the number of adults, and twice as many seniors as children. What is the total number of guests served? Answer: "
3119,Nick has 60 cans. Each can takes up 30 square inches of space before being compacted and 20% of that amount after being compacted. How much space do all the cans take up after being compacted?,"Each can takes up 30 square inches of space before being compacted, so 60 cans take up 60*30 = <<60*30=1800>>1800 square inches of space.\nAfter being compacted, each can takes up 1800/20 = <<1800/20=90>>90 square inches of space.\nSo all the cans take up 1800*90 = <<1800*90=162000>>162000 square inches of space after being compacted.\n#### 162000\n#### 162000\n#### 162000\n#### 162000\n#### 162000\n#### 162000\n#### 162000\n#### 162000\n#### 162000\n#### 162000\n#### 162000\n#### 162000\n#### 162000",You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Nick has 60 cans. Each can takes up 30 square inches of space before being compacted and 20% of that amount after being compacted. How much space do all the cans take up after being compacted? Answer: 
6403,An archer needs to practice.  He intends to shoot 200 shots 4 days a week.  He is able to recover 20% of his arrows.  The arrows he uses cost $5.5 per arrow.  His team agrees to pay for 70% of the cost of his arrows.  How much does he spend for arrows a week?,He shoots 200 shots/week * 4 days/week = <<200*4=800>>800 shots/week\nHe uses 200 shots/week * 20% = <<200*20*.01=40>>40 arrows/week\nHe spends 40 arrows/week * $5.5/arrow = <<40*5.5=220>>220 for arrows/week\nHe spends 220/week * 70% = <<220*.7=154>>154 for arrows/week\n#### 154\n#### 154\n#### 154\n#### 154\n#### 154\n#### 154\n#### 154\n#### 154\n#### 154\n#### 154\n#### 154\n#### 154\n#### 154\n#### 154\n#### 154\n#### 154\n#### 154\n#### 154,You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: An archer needs to practice.  He intends to shoot 200 shots 4 days a week.  He is able to recover 20% of his arrows.  The arrows he uses cost $5.5 per arrow.  His team agrees to pay for 70% of the cost of his arrows.  How much does he spend for arrows a week? Answer: 
2436,A Printing shop needs to ship 5000 brochures to an advertising company. Each box can only contain one-fifth of the brochures. How many boxes are needed to ship those brochures?,5000 brochures / 1/5 = <<5000/1=1000>>1000 boxes\n#### 1000 boxes\n#### 1000 boxes x 100 = 100000\n#### 100000 boxes\n#### 100000 boxes / 100 = 10000\n#### 10000 boxes\n#### 10000 boxes x 100 = 100000\n#### 100000 boxes\n#### 100000 boxes / 100 = 10000\n#### 10000 boxes\n#### 10000 boxes x 100 = 100000\n#### 100000 boxes\n#### 100000 boxes / 100 = 10000\n#### 10000 boxes\n#### 10000 boxes x 100 = 100000\n#### 1000,You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: A Printing shop needs to ship 5000 brochures to an advertising company. Each box can only contain one-fifth of the brochures. How many boxes are needed to ship those brochures? Answer: 
790,"Zion made a triangular-shaped house of cards with the base having a measurement of 40 centimeters and a height of 20 centimeters. If two of his friends also built similar shaped houses, what's the total area of the triangular houses that Zion and his friends made (the area of a triangle is 1/2 * width * height)?",The total area of the triangular houses that Zion and his friends made is 1/2 * 40 * 20 = <<40*20=800>>800 square centimeters.\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 800\n#### 8,"You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Zion made a triangular-shaped house of cards with the base having a measurement of 40 centimeters and a height of 20 centimeters. If two of his friends also built similar shaped houses, what's the total area of the triangular houses that Zion and his friends made (the area of a triangle is 1/2 * width * height)? Answer: "
4919,"Mcdonald is planning to open up a farm that provides eggs to the community. In his local community, Saly needs 10 eggs, Ben needs 14 eggs, and Ked needs half of the number of eggs needed by Ben per week. In a month which has 4 weeks, how many eggs should Mcdonald's farm produce?","Mcdonald's farm should produce 14 + 10 + 14/2 = <<14+10+14/2=28>>28 eggs per week.\nIn a month, the farm should produce 28 x 4 = <<28*4=112>>112 eggs.\n#### 112 eggs\n#### 112/4 = 28 eggs per week\n#### 28 eggs per week\n#### 28 x 4 = 112 eggs per month\n#### 112 eggs per month\n#### 112/4 = 28 eggs per week\n#### 28 eggs per week\n#### 28 x 4 = 112 eggs per month\n#### 112 eggs per month\n#### 112/4 = 28 eggs per week\n#### 28 eggs per week\n#### 28 x 4 = 112 eggs per month\n#### 112 eggs per month\n#### 112/4 = 28 eggs per week\n#### 28 eggs per week\n#### 28 x","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Mcdonald is planning to open up a farm that provides eggs to the community. In his local community, Saly needs 10 eggs, Ben needs 14 eggs, and Ked needs half of the number of eggs needed by Ben per week. In a month which has 4 weeks, how many eggs should Mcdonald's farm produce? Answer: "
3813,"Carmen burns a candle for 1 hour every night.  A candle will last her 8 nights.  If she burns the candle for 2 hours a night, how many candles will she use over 24 nights?","Carmen burns the candle for 2 hours a night, so she burns 2*8=<<2*8=16>>16 hours of candle per month.\nIf she burns 16 hours of candle per month, she will burn 16*24=<<16*24=384>>384 hours of candle per year.\nIf she burns 384 hours of candle per year, she will burn 384/8=<<384/8=48>>48 candles per year.\n#### 48 candles/year * 10 years = 480 candles\n#### 480 candles * 10 years = 4800 candles\n#### 4800 candles * 10 years = 48000 candles\n#### 48000 candles * 10 years = 480000 candles\n#### 480000 candles * 10 years = 4800000 candles\n#### 4800000","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Carmen burns a candle for 1 hour every night.  A candle will last her 8 nights.  If she burns the candle for 2 hours a night, how many candles will she use over 24 nights? Answer: "
5336,"Tammy wants to run 3500 meters per week. She knows her track at school is 50 meters around. If she wants to run the same amount each day, how many loops should she make per day?","Tammy wants to run 3500 meters per week, so she needs to run 3500/50 = <<3500/50=70>>70 laps per week.\nSince she wants to run the same amount each day, she needs to run 70 laps/week x 7 days/week = <<70*7=490>>490 laps per day.\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 490\n#### 49","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Tammy wants to run 3500 meters per week. She knows her track at school is 50 meters around. If she wants to run the same amount each day, how many loops should she make per day? Answer: "
7283,"A farmer plants his vegetables in neat rows. He has 64 bean seedlings and plants 8 seedlings in a row. He also has 84 pumpkin seeds and plants 7 seeds in a row. Recently, he planted 48 radishes with 6 radishes in a row. If the farmer plants two rows per plant bed, how many plant beds did he have for all his plants?","The farmer has 64 bean seedlings and 84 pumpkin seeds, so he has 64 + 84 = <<64+84=148>>148 seedlings.\nHe has 148 seedlings and 2 rows per plant bed, so he has 148 / 2 = <<148/2=74>>74 plant beds.\nHe has 74 plant beds and 48 radishes, so he has 74 + 48 = <<74+48=122>>122 plant beds.\n#### 122 plant beds\n#### 122 / 2 = 61 plant beds\n#### 61 plant beds\n#### 61 / 2 = 30 plant beds\n#### 30 plant beds\n#### 30 / 2 = 15 plant beds\n#### 15 plant beds\n#### 15 / 2 = 7.5 plant beds\n#### 7.5 plant beds\n#### 7.5 / 2 = 3.75","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: A farmer plants his vegetables in neat rows. He has 64 bean seedlings and plants 8 seedlings in a row. He also has 84 pumpkin seeds and plants 7 seeds in a row. Recently, he planted 48 radishes with 6 radishes in a row. If the farmer plants two rows per plant bed, how many plant beds did he have for all his plants? Answer: "
1372,Micah can type 20 words per minute and Isaiah can type 40 words per minute. How many more words can Isaiah type than Micah in an hour?,Isaiah can type 40 words per minute * 60 minutes per hour = <<40*60=2400>>2400 words per hour\nMicah can type 20 words per minute * 60 minutes per hour = <<20*60=1200>>1200 words per hour\nSo Isaiah can type 2400 - 1200 = <<2400-1200=1200>>1200 more words than Micah in an hour\n#### 1200\n#### 1200\n#### 1200\n#### 1200\n#### 1200\n#### 1200\n#### 1200\n#### 1200\n#### 1200\n#### 1200\n#### 1200\n#### 1200\n#### 1200\n#### 1200\n#### 1200\n#### 1200\n#### 1200\n#### 1200\n#### 1200,You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Micah can type 20 words per minute and Isaiah can type 40 words per minute. How many more words can Isaiah type than Micah in an hour? Answer: 
7447,"There are 15 cats in a shelter. One-third were adopted, and were replaced with twice the amount that were adopted. Later on, twice as many dogs showed up as there are cats. How many total animals are there in the shelter?","There are 15 cats in the shelter, and one-third of them were adopted, so 15/3 = <<15/3=5>>5 cats were adopted.\nThen, twice the amount that were adopted were added, so 5*2 = <<5*2=10>>10 cats were added.\nThen, twice as many dogs showed up as there are cats, so 10/2 = <<10/2=5>>5 dogs showed up.\nThen, the total number of animals in the shelter is 15+5+5 = <<15+5+5=25>>25 animals.\n#### 25\n#### 25\n#### 25\n#### 25\n#### 25\n#### 25\n#### 25\n#### 25\n#### 25\n#### 25\n#### 25\n#### 25\n#### 25\n#### 25\n#### 25\n#### 25\n#### 25\n#### 25\n#### 25\n#### 25\n#### 25\n#### 25\n####","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: There are 15 cats in a shelter. One-third were adopted, and were replaced with twice the amount that were adopted. Later on, twice as many dogs showed up as there are cats. How many total animals are there in the shelter? Answer: "
5231,"Jackson spends 9 hours playing video games and 1/3 that much time studying. If Jackson's grade starts at 0 points and increases by 15 points for every hour he spends studying, what is his grade?",Jackson spends 9/3 = <<9/3=3>>3 hours studying.\nJackson's grade increases by 15*3 = <<15*3=45>>45 points.\nJackson's grade is 0 + 45 = <<0+45=45>>45 points.\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n#### 45\n####,"You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Jackson spends 9 hours playing video games and 1/3 that much time studying. If Jackson's grade starts at 0 points and increases by 15 points for every hour he spends studying, what is his grade? Answer: "
4598,"Juan bought T-shirts for his employees. He bought shirts for men and women. Women's t-shirts are $5 cheaper than men's t-shirts of the same color. His company has 2 sectors, one in white t-shirts and the other in black t-shirts. He paid $20 for white men's t-shirts and $18 for black men's t-shirts. The 2 sectors have the same number of men and women, with a total of 40 employees. How much did he spend total on buying t-shirts?",The total number of t-shirts he bought is 2*20+2*18=<<2*20+2*18=120>>120\nThe total number of men's t-shirts he bought is 20+18=<<20+18=38>>38\nThe total number of women's t-shirts he bought is 120-38=<<120-38=82>>82\nThe total number of women's t-shirts he bought is 82*5=$<<82*5=410>>410\nThe total number of t-shirts he bought is 120+410=<<120+410=530>>530\nThe total amount he spent on t-shirts is 530*5=$<<530*5=2650>>2650\n#### 2650\n#### 2650\n#### 2650\n#### 2650\n#### 265,"You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Juan bought T-shirts for his employees. He bought shirts for men and women. Women's t-shirts are $5 cheaper than men's t-shirts of the same color. His company has 2 sectors, one in white t-shirts and the other in black t-shirts. He paid $20 for white men's t-shirts and $18 for black men's t-shirts. The 2 sectors have the same number of men and women, with a total of 40 employees. How much did he spend total on buying t-shirts? Answer: "
